Gene_acc,Gene_id,srank,Intensity,FDR,Desc,desc2,ids2
2275,Tb927.5.1620,1.644972,8.407067825614142,0.63452,"hypothetical protein, conserved",Tb927.5.1620:mRNA-p1 | transcript=Tb927.5.1620:mRNA | gene=Tb927.5.1620 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein  conserved | transcript_product=hypothetical protein  conserved | location=Tb927_05_v5.1:569326-570084(,Tb927.5.1620:mRNA-p1
2276,Tb927.2.1700,1.644394,9.310926855371694,0.63452,Enriched in surface-labeled proteome protein 10,Tb927.2.1700:mRNA-p1 | transcript=Tb927.2.1700:mRNA | gene=Tb927.2.1700 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Enriched in surface-labeled proteome protein 10 | transcript_product=Enriched in surface-labeled proteome protein 10 | locat,Tb927.2.1700:mRNA-p1
2277,Tb927.9.7060,1.643868,7.843369836506025,0.63452,"hypothetical protein, conserved",Tb927.9.7060:mRNA-p1 | transcript=Tb927.9.7060:mRNA | gene=Tb927.9.7060 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein  conserved | transcript_product=hypothetical protein  conserved | location=Tb927_09_v5.1:1146748-114764,Tb927.9.7060:mRNA-p1
2278,Tb927.11.10210,-1.642155,8.668777164614188,0.63452,"hypothetical protein, conserved",Tb927.11.10210:mRNA-p1 | transcript=Tb927.11.10210:mRNA | gene=Tb927.11.10210 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein  conserved | transcript_product=hypothetical protein  conserved | location=Tb927_11_v5.1:2730899-,Tb927.11.10210:mRNA-p1
2279,Tb927.10.12980,1.6407200000000002,8.508718208999563,0.63452,"Multisite-specific tRNA:(cytosine-C(5))-methyltransferase, putative",Tb927.10.12980:mRNA-p1 | transcript=Tb927.10.12980:mRNA | gene=Tb927.10.12980 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Multisite-specific tRNA:(cytosine-C(5))-methyltransferase  putative | transcript_product=Multisite-specific tRNA:(cyto,Tb927.10.12980:mRNA-p1
2280,Tb927.10.15270,-1.637736,9.570998010109706,0.63452,"metallo- peptidase, Clan MG, Family M24",Tb927.10.15270:mRNA-p1 | transcript=Tb927.10.15270:mRNA | gene=Tb927.10.15270 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=metallo- peptidase  Clan MG  Family M24 | transcript_product=metallo- peptidase  Clan MG  Family M24 | location=Tb927_,Tb927.10.15270:mRNA-p1;Tb11.v5.0998.1-p1;Tb11.1240:mRNA-p1
2281,Tb927.11.14490,1.636443,8.797523747473038,0.63467,"RNA polymerase subunit, putative",Tb927.11.14490:mRNA-p1 | transcript=Tb927.11.14490:mRNA | gene=Tb927.11.14490 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=RNA polymerase subunit  putative | transcript_product=RNA polymerase subunit  putative | location=Tb927_11_v5.1:385016,Tb927.11.14490:mRNA-p1
2282,Tb927.6.4180,1.63141,9.926110829759205,0.6361100000000001,"FUN14 family, putative",Tb927.6.4180:mRNA-p1 | transcript=Tb927.6.4180:mRNA | gene=Tb927.6.4180 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=FUN14 family  putative | transcript_product=FUN14 family  putative | location=Tb927_06_v5.1:1201473-1201922(-) | protein_len,Tb927.6.4180:mRNA-p1
2283,Tb927.10.3030,-1.630848,9.910651080635157,0.6361100000000001,proteasome regulatory non-ATPase subunit 11,Tb927.10.3030:mRNA-p1 | transcript=Tb927.10.3030:mRNA | gene=Tb927.10.3030 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=proteasome regulatory non-ATPase subunit 11 | transcript_product=proteasome regulatory non-ATPase subunit 11 | location=T,Tb927.10.3030:mRNA-p1;Tb927.10.2980:mRNA-p1
2284,Tb927.10.6410,1.629917,8.82567922015612,0.6361100000000001,"DNA mismatch repair protein MSH6, putative",Tb927.10.6410:mRNA-p1 | transcript=Tb927.10.6410:mRNA | gene=Tb927.10.6410 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=DNA mismatch repair protein MSH6  putative | transcript_product=DNA mismatch repair protein MSH6  putative | location=Tb9,Tb927.10.6410:mRNA-p1
2285,Tb927.10.1420,1.629464,9.699777041760008,0.6361100000000001,"metallo-peptidase, Clan MG, Family M24",Tb927.10.1420:mRNA-p1 | transcript=Tb927.10.1420:mRNA | gene=Tb927.10.1420 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=metallo-peptidase  Clan MG  Family M24 | transcript_product=metallo-peptidase  Clan MG  Family M24 | location=Tb927_10_v5Tb927.10.14200:mRNA-p1 | transcript=Tb927.10.14200:mRNA | gene=Tb927.10.14200 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=syntaxin 5 | transcript_product=syntaxin 5 | location=Tb927_10_v5.1:3448097-3449080(-) | protein_length=327 | sequence,Tb927.10.1420:mRNA-p1;Tb11.v5.0783.1-p1Tb927.10.14200:mRNA-p1
2286,Tb927.10.4170,1.629242,8.685455099217613,0.6361100000000001,"hypothetical protein, conserved",Tb927.10.4170:mRNA-p1 | transcript=Tb927.10.4170:mRNA | gene=Tb927.10.4170 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein  conserved | transcript_product=hypothetical protein  conserved | location=Tb927_10_v5.1:1090438-109,Tb927.10.4170:mRNA-p1
2287,Tb927.1.4250,1.627839,8.203468051862647,0.6361100000000001,"hypothetical protein, conserved",Tb927.1.4250:mRNA-p1 | transcript=Tb927.1.4250:mRNA | gene=Tb927.1.4250 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein  conserved | transcript_product=hypothetical protein  conserved | location=Tb927_01_v5.1:876435-878804(,Tb927.1.4250:mRNA-p1
2288,Tb927.10.1810,-1.62552,8.735511073919522,0.63644,"RING-H2 zinc finger, putative",Tb927.10.1810:mRNA-p1 | transcript=Tb927.10.1810:mRNA | gene=Tb927.10.1810 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=RING-H2 zinc finger  putative | transcript_product=RING-H2 zinc finger  putative | location=Tb927_10_v5.1:477290-477610(+,Tb927.10.1810:mRNA-p1
2289,Tb927.11.5460,-1.624367,7.989467616256145,0.63652,"hypothetical protein, conserved",Tb927.11.5460:mRNA-p1 | transcript=Tb927.11.5460:mRNA | gene=Tb927.11.5460 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein  conserved | transcript_product=hypothetical protein  conserved | location=Tb927_11_v5.1:1553310-155,Tb927.11.5460:mRNA-p1
2290,Tb927.4.4650,-1.620393,9.159777672787248,0.6376,"diphthine synthase, putative",Tb927.4.4650:mRNA-p1 | transcript=Tb927.4.4650:mRNA | gene=Tb927.4.4650 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=diphthine synthase  putative | transcript_product=diphthine synthase  putative | location=Tb927_04_v5.1:1279421-1280230(-) |,Tb927.4.4650:mRNA-p1
2291,Tb927.9.12770,-1.618288,9.138492167149975,0.6381100000000001,Kinetoplast polyadenylation factor 3,Tb927.9.12770:mRNA-p1 | transcript=Tb927.9.12770:mRNA | gene=Tb927.9.12770 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Kinetoplast polyadenylation factor 3 | transcript_product=Kinetoplast polyadenylation factor 3 | location=Tb927_09_v5.1:2,Tb927.9.12770:mRNA-p1
2292,Tb927.8.5330,-1.618241,10.101368963249252,0.6381100000000001,"tyrosyl/methionyl-tRNA synthetase, putative",Tb927.8.5330:mRNA-p1 | transcript=Tb927.8.5330:mRNA | gene=Tb927.8.5330 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=tyrosyl/methionyl-tRNA synthetase  putative | transcript_product=tyrosyl/methionyl-tRNA synthetase  putative | location=Tb92,Tb927.8.5330:mRNA-p1
2293,Tb927.5.2530,1.6161709999999998,9.589424558095592,0.63826,RNA cytidine acetyltransferase,Tb927.5.2530:mRNA-p1 | transcript=Tb927.5.2530:mRNA | gene=Tb927.5.2530 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=RNA cytidine acetyltransferase | transcript_product=RNA cytidine acetyltransferase | location=Tb927_05_v5.1:874561-877680(+)Tb927.5.2530:mRNA-p1 | transcript=Tb927.5.2530:mRNA | gene=Tb927.5.2530 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=RNA cytidine acetyltransferase | transcript_product=RNA cytidine acetyltransferase | location=Tb927_05_v5.1:874561-877680(+),REV__Tb927.5.2530:mRNA-p1Tb927.5.2530:mRNA-p1
2294,Tb927.6.1530,-1.615579,8.59419359130564,0.63826,"Glutamine amidotransferase class-I, putative",Tb927.6.1530:mRNA-p1 | transcript=Tb927.6.1530:mRNA | gene=Tb927.6.1530 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Glutamine amidotransferase class-I  putative | transcript_product=Glutamine amidotransferase class-I  putative | location=Tb,Tb927.6.1530:mRNA-p1
2295,Tb927.5.1560,-1.611857,8.96022335424103,0.63912,"ATP-dependent DEAD/H RNA helicase, putative",Tb927.5.1560:mRNA-p1 | transcript=Tb927.5.1560:mRNA | gene=Tb927.5.1560 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=ATP-dependent DEAD/H RNA helicase  putative | transcript_product=ATP-dependent DEAD/H RNA helicase  putative | location=Tb92,Tb927.5.1560:mRNA-p1
2296,Tb927.7.5730,-1.611088,8.459437724411728,0.63912,"hypothetical protein, conserved",Tb927.7.5730:mRNA-p1 | transcript=Tb927.7.5730:mRNA | gene=Tb927.7.5730 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein  conserved | transcript_product=hypothetical protein  conserved | location=Tb927_07_v5.1:1545250-154745,Tb927.7.5730:mRNA-p1
2297,Tb927.6.2460,-1.611017,9.598538827476588,0.63912,"ubiquitin fusion degradation protein 2, putative",Tb927.6.2460:mRNA-p1 | transcript=Tb927.6.2460:mRNA | gene=Tb927.6.2460 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=ubiquitin fusion degradation protein 2  putative | transcript_product=ubiquitin fusion degradation protein 2  putative | loc,Tb927.6.2460:mRNA-p1
2298,Tb927.1.3110,1.611015,9.862769228118061,0.63912,"soluble N-ethylmaleimide sensitive factor (NSF) attachment protein, putative",Tb927.1.3110:mRNA-p1 | transcript=Tb927.1.3110:mRNA | gene=Tb927.1.3110 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=soluble N-ethylmaleimide sensitive factor (NSF) attachment protein  putative | transcript_product=soluble N-ethylmaleimide s,Tb927.1.3110:mRNA-p1
2299,Tb927.8.3100,1.610183,9.817935386789237,0.63912,"coronin, putative",Tb927.8.3100:mRNA-p1 | transcript=Tb927.8.3100:mRNA | gene=Tb927.8.3100 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=coronin  putative | transcript_product=coronin  putative | location=Tb927_08_v5.1:929087-930586(+) | protein_length=499 | se,Tb927.8.3100:mRNA-p1
2300,Tb927.9.3750,1.609796,9.05376968959931,0.63912,"hypothetical protein, conserved",Tb927.9.3750:mRNA-p1 | transcript=Tb927.9.3750:mRNA | gene=Tb927.9.3750 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein  conserved | transcript_product=hypothetical protein  conserved | location=Tb927_09_v5.1:747848-748333(,Tb927.9.3750:mRNA-p1
2301,Tb927.3.1080,1.608645,8.904261001933344,0.63912,Present in the outer mitochondrial membrane proteome 23,Tb927.3.1080:mRNA-p1 | transcript=Tb927.3.1080:mRNA | gene=Tb927.3.1080 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Present in the outer mitochondrial membrane proteome 23 | transcript_product=Present in the outer mitochondrial membrane pro,Tb927.3.1080:mRNA-p1
2302,Tb927.11.6270,1.6073,9.245685364233236,0.63912,"inositol-1,4,5-trisphosphate (IP3) 5-phosphatase, putative",Tb927.11.6270:mRNA-p1 | transcript=Tb927.11.6270:mRNA | gene=Tb927.11.6270 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=inositol-1 4 5-trisphosphate (IP3) 5-phosphatase  putative | transcript_product=inositol-1 4 5-trisphosphate (IP3) 5-phos,Tb927.11.6270:mRNA-p1
2303,Tb927.7.7270,-1.603883,9.02292301187894,0.63967,SUMO-interacting motif-containing protein,Tb927.7.7270:mRNA-p1 | transcript=Tb927.7.7270:mRNA | gene=Tb927.7.7270 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=SUMO-interacting motif-containing protein | transcript_product=SUMO-interacting motif-containing protein | location=Tb927_07,Tb927.7.7270:mRNA-p1
2304,Tb927.11.16700,-1.603038,7.960275705540506,0.6397,"hypothetical protein, conserved",Tb927.11.16700:mRNA-p1 | transcript=Tb927.11.16700:mRNA | gene=Tb927.11.16700 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein  conserved | transcript_product=hypothetical protein  conserved | location=Tb927_11_v5.1:4441632-,Tb927.11.16700:mRNA-p1
2305,Tb927.11.3570,1.602982,10.572859989893312,0.6397,"metallo-peptidase, Clan MA(E) Family M1",Tb927.11.3570:mRNA-p1 | transcript=Tb927.11.3570:mRNA | gene=Tb927.11.3570 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=metallo-peptidase  Clan MA(E) Family M1 | transcript_product=metallo-peptidase  Clan MA(E) Family M1 | location=Tb927_11_,Tb927.11.3570:mRNA-p1
2306,Tb927.10.13710,1.601625,10.411417661539069,0.6397,"Activator of Hsp90 ATPase, N-terminal/Activator of Hsp90 ATPase homolog 1-like protein, putative",Tb927.10.13710:mRNA-p1 | transcript=Tb927.10.13710:mRNA | gene=Tb927.10.13710 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Activator of Hsp90 ATPase  N-terminal/Activator of Hsp90 ATPase homolog 1-like protein  putative | transcript_product=,Tb927.10.13710:mRNA-p1
2307,Tb927.6.4120,1.600802,9.180383965589764,0.6397,"GTPase activating protein, putative",Tb927.6.4120:mRNA-p1 | transcript=Tb927.6.4120:mRNA | gene=Tb927.6.4120 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=GTPase activating protein  putative | transcript_product=GTPase activating protein  putative | location=Tb927_06_v5.1:119043,Tb927.6.4120:mRNA-p1
2308,Tb927.2.450,1.598853,9.664679575182303,0.6401,"retrotransposon hot spot protein 4 (RHS4), putative",Tb927.2.450:mRNA-p1 | transcript=Tb927.2.450:mRNA | gene=Tb927.2.450 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=retrotransposon hot spot protein 4 (RHS4)  putative | transcript_product=retrotransposon hot spot protein 4 (RHS4)  putative | ,Tb927.2.450:mRNA-p1
2309,Tb927.10.9190,1.597474,10.47832114370415,0.6402899999999999,"isoleucyl-tRNA synthetase, putative",Tb927.10.9190.1:mRNA-p1 | transcript=Tb927.10.9190.1:mRNA | gene=Tb927.10.9190 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=isoleucyl-tRNA synthetase  putative | transcript_product=isoleucyl-tRNA synthetase  putative | location=Tb927_10_v5.1,Tb927.10.9190.1:mRNA-p1;Tb927.10.9190.2:mRNA-p1
2310,Tb927.10.3650,-1.597221,7.917058907196863,0.6402899999999999,NADH-dependent fumarate reductase,Tb927.10.3650:mRNA-p1 | transcript=Tb927.10.3650:mRNA | gene=Tb927.10.3650 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=NADH-dependent fumarate reductase | transcript_product=NADH-dependent fumarate reductase | location=Tb927_10_v5.1:946359-,Tb927.10.3650:mRNA-p1
2311,Tb927.3.1830,-1.596732,8.397053143018109,0.6402899999999999,"hypothetical protein, conserved",Tb927.3.1830:mRNA-p1 | transcript=Tb927.3.1830:mRNA | gene=Tb927.3.1830 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein  conserved | transcript_product=hypothetical protein  conserved | location=Tb927_03_v5.1:474527-475954(,Tb927.3.1830:mRNA-p1
2312,Tb927.5.2970,1.592431,7.658964842664435,0.64127,suppressive immunomodulating factor,Tb927.5.2970:mRNA-p1 | transcript=Tb927.5.2970:mRNA | gene=Tb927.5.2970 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=suppressive immunomodulating factor | transcript_product=suppressive immunomodulating factor | location=Tb927_05_v5.1:991352,Tb927.5.2970:mRNA-p1
2313,Tb927.10.6600,-1.592354,8.18557048364222,0.64127,"hypothetical protein, conserved",Tb927.10.6600:mRNA-p1 | transcript=Tb927.10.6600:mRNA | gene=Tb927.10.6600 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein  conserved | transcript_product=hypothetical protein  conserved | location=Tb927_10_v5.1:1672288-167,Tb927.10.6600:mRNA-p1
2314,Tb927.3.2290,-1.59034,8.431041945335885,0.6413800000000001,"chaperone protein DnaJ, putative",Tb927.3.2290:mRNA-p1 | transcript=Tb927.3.2290:mRNA | gene=Tb927.3.2290 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=chaperone protein DnaJ  putative | transcript_product=chaperone protein DnaJ  putative | location=Tb927_03_v5.1:591399-59252,Tb927.3.2290:mRNA-p1
2315,Tb927.11.280,1.5900450000000002,9.149742414713405,0.6413800000000001,"hypothetical protein, conserved",Tb927.11.280:mRNA-p1 | transcript=Tb927.11.280:mRNA | gene=Tb927.11.280 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein  conserved | transcript_product=hypothetical protein  conserved | location=Tb927_11_v5.1:64134-66080(-)Tb927.11.2800:mRNA-p1 | transcript=Tb927.11.2800:mRNA | gene=Tb927.11.2800 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein  conserved | transcript_product=hypothetical protein  conserved | location=Tb927_11_v5.1:817523-8183,Tb927.11.280:mRNA-p1Tb927.11.2800:mRNA-p1
2316,Tb927.7.640,-1.589603,9.224299926079826,0.6413800000000001,"hypothetical protein, conserved",Tb927.7.640:mRNA-p1 | transcript=Tb927.7.640:mRNA | gene=Tb927.7.640 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein  conserved | transcript_product=hypothetical protein  conserved | location=Tb927_07_v5.1:132046-133050(-) ,Tb927.7.640:mRNA-p1
2317,Tb11.v5.0546,1.587391,7.6922915835944305,0.64166,"receptor-type adenylate cyclase GRESAG 4, putative",Tb11.v5.0546.1-p1 | transcript=Tb11.v5.0546.1 | gene=Tb11.v5.0546 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=receptor-type adenylate cyclase GRESAG 4  putative | transcript_product=receptor-type adenylate cyclase GRESAG 4  putative | locat,Tb11.v5.0546.1-p1;Tb927.6.190:mRNA-p1
2318,Tb927.10.12720,1.582082,9.334111810731148,0.64357,Bait On Hook 1,Tb927.10.12720:mRNA-p1 | transcript=Tb927.10.12720:mRNA | gene=Tb927.10.12720 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Bait On Hook 1 | transcript_product=Bait On Hook 1 | location=Tb927_10_v5.1:3088703-3091411(-) | protein_length=902 | Tb927.10.12720:mRNA-p1 | transcript=Tb927.10.12720:mRNA | gene=Tb927.10.12720 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Bait On Hook 1 | transcript_product=Bait On Hook 1 | location=Tb927_10_v5.1:3088703-3091411(-) | protein_length=902 | ,REV__Tb927.10.12720:mRNA-p1Tb927.10.12720:mRNA-p1
2319,Tb927.4.920,-1.581009,9.64212803428803,0.64365,"TPR repeat, putative",Tb927.4.920:mRNA-p1 | transcript=Tb927.4.920:mRNA | gene=Tb927.4.920 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=TPR repeat  putative | transcript_product=TPR repeat  putative | location=Tb927_04_v5.1:259313-260074(-) | protein_length=253 |,Tb927.4.920:mRNA-p1
2320,Tb927.7.5670,-1.580889,8.823741505373873,0.64365,"hypothetical protein, conserved",Tb927.7.5670:mRNA-p1 | transcript=Tb927.7.5670:mRNA | gene=Tb927.7.5670 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein  conserved | transcript_product=hypothetical protein  conserved | location=Tb927_07_v5.1:1533677-153460,Tb927.7.5670:mRNA-p1
2321,Tb927.5.3290,1.57892,7.311011748981288,0.64389,"Protein of unknown function, putative",Tb927.5.3290:mRNA-p1 | transcript=Tb927.5.3290:mRNA | gene=Tb927.5.3290 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Protein of unknown function  putative | transcript_product=Protein of unknown function  putative | location=Tb927_05_v5.1:10,Tb927.5.3290:mRNA-p1
2322,Tb927.9.10690,1.578066,9.61484450719371,0.64393,"Protein of unknown function (DUF2009), putative",Tb927.9.10690:mRNA-p1 | transcript=Tb927.9.10690:mRNA | gene=Tb927.9.10690 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Protein of unknown function (DUF2009)  putative | transcript_product=Protein of unknown function (DUF2009)  putative | lo,Tb927.9.10690:mRNA-p1
2323,Tb927.3.5330,1.576214,9.127849590187639,0.6442899999999999,centaurin beta 5,Tb927.3.5330:mRNA-p1 | transcript=Tb927.3.5330:mRNA | gene=Tb927.3.5330 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=centaurin beta 5 | transcript_product=centaurin beta 5 | location=Tb927_03_v5.1:1497803-1498630(+) | protein_length=275 | se,Tb927.3.5330:mRNA-p1
2324,Tb927.11.6080,-1.575724,8.16354896490181,0.6442899999999999,"hypothetical protein, conserved",Tb927.11.6080:mRNA-p1 | transcript=Tb927.11.6080:mRNA | gene=Tb927.11.6080 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein  conserved | transcript_product=hypothetical protein  conserved | location=Tb927_11_v5.1:1717574-171,Tb927.11.6080:mRNA-p1
2325,Tb927.6.2650,-1.57474,8.28625432082879,0.6442899999999999,nucleolar mif4g domain-containing protein 1,Tb927.6.2650:mRNA-p1 | transcript=Tb927.6.2650:mRNA | gene=Tb927.6.2650 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=nucleolar mif4g domain-containing protein 1 | transcript_product=nucleolar mif4g domain-containing protein 1 | location=Tb92,Tb927.6.2650:mRNA-p1
2326,Tb05.5K5.110,1.573941,10.206259035209284,0.6442899999999999,"major vault protein, putative",Tb05.5K5.110:mRNA-p1 | transcript=Tb05.5K5.110:mRNA | gene=Tb05.5K5.110 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=major vault protein  putative | transcript_product=major vault protein  putative | location=5K5_v5.1:18945-21461(-) | protei,Tb05.5K5.110:mRNA-p1;Tb927.5.4460:mRNA-p1;Tb11.v5.0866.1-p1
2327,Tb927.5.295b,-1.572427,10.073681699476284,0.64456,retrotransposon hotspot (RHS) protein 1,Tb927.5.295b:mRNA-p1 | transcript=Tb927.5.295b:mRNA | gene=Tb927.5.295b | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=retrotransposon hotspot (RHS) protein 1 | transcript_product=retrotransposon hotspot (RHS) protein 1 | location=Tb927_05_v5.,Tb927.5.295b:mRNA-p1;Tb11.v5.0214.1-p1
2328,Tb927.11.3380,1.571336,10.027104865879352,0.64461,"Ran-binding protein 1, putative",Tb927.11.3380:mRNA-p1 | transcript=Tb927.11.3380:mRNA | gene=Tb927.11.3380 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Ran-binding protein 1  putative | transcript_product=Ran-binding protein 1  putative | location=Tb927_11_v5.1:991911-9923,Tb927.11.3380:mRNA-p1
2329,Tb927.9.7700,1.570241,8.635825418220755,0.64475,"palmitoyl acyltransferase 1, putative",Tb927.9.7700:mRNA-p1 | transcript=Tb927.9.7700:mRNA | gene=Tb927.9.7700 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=palmitoyl acyltransferase 1  putative | transcript_product=palmitoyl acyltransferase 1  putative | location=Tb927_09_v5.1:12,Tb927.9.7700:mRNA-p1
2330,Tb927.5.4090,1.569364,8.284520967479148,0.6448,FGR1 oncogene partner-like protein,Tb927.5.4090:mRNA-p1 | transcript=Tb927.5.4090:mRNA | gene=Tb927.5.4090 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=FGR1 oncogene partner-like protein | transcript_product=FGR1 oncogene partner-like protein | location=Tb927_05_v5.1:1311533-,Tb927.5.4090:mRNA-p1
2331,Tb927.3.1210,1.569319,9.729383502353931,0.6448,protein transport protein Sec24,Tb927.3.1210:mRNA-p1 | transcript=Tb927.3.1210:mRNA | gene=Tb927.3.1210 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=protein transport protein Sec24 | transcript_product=protein transport protein Sec24 | location=Tb927_03_v5.1:299855-302776(,Tb927.3.1210:mRNA-p1
2332,Tb927.10.7060,1.568525,9.731024379815688,0.6448,Nucleoporin NUP96,Tb927.10.7060:mRNA-p1 | transcript=Tb927.10.7060:mRNA | gene=Tb927.10.7060 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Nucleoporin NUP96 | transcript_product=Nucleoporin NUP96 | location=Tb927_10_v5.1:1776795-1779446(+) | protein_length=883Tb927.10.7060:mRNA-p1 | transcript=Tb927.10.7060:mRNA | gene=Tb927.10.7060 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Nucleoporin NUP96 | transcript_product=Nucleoporin NUP96 | location=Tb927_10_v5.1:1776795-1779446(+) | protein_length=883,REV__Tb927.10.7060:mRNA-p1Tb927.10.7060:mRNA-p1
2333,Tb927.10.9660,1.567183,8.646638946204575,0.6448,"Splicing factor CRN, putative",Tb927.10.9660:mRNA-p1 | transcript=Tb927.10.9660:mRNA | gene=Tb927.10.9660 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Splicing factor CRN  putative | transcript_product=Splicing factor CRN  putative | location=Tb927_10_v5.1:2382374-2384704,Tb927.10.9660:mRNA-p1
2334,Tb927.11.810,1.565434,9.463878064520472,0.64513,"hypothetical protein, conserved",Tb927.11.810:mRNA-p1 | transcript=Tb927.11.810:mRNA | gene=Tb927.11.810 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein  conserved | transcript_product=hypothetical protein  conserved | location=Tb927_11_v5.1:205093-207483(Tb927.11.8100:mRNA-p1 | transcript=Tb927.11.8100:mRNA | gene=Tb927.11.8100 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Ankyrin repeats (3 copies)  putative | transcript_product=Ankyrin repeats (3 copies)  putative | location=Tb927_11_v5.1:2,Tb927.11.810:mRNA-p1Tb927.11.8100:mRNA-p1
2335,Tb927.10.12920,-1.564578,8.169321683681837,0.64513,Flagellum attachment zone protein 18,Tb927.10.12920:mRNA-p1 | transcript=Tb927.10.12920:mRNA | gene=Tb927.10.12920 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Flagellum attachment zone protein 18 | transcript_product=Flagellum attachment zone protein 18 | location=Tb927_10_v5.,Tb927.10.12920:mRNA-p1
2336,Tb927.7.6580,-1.564037,8.370439066335774,0.64513,hypothetical protein,Tb927.7.6580.1:mRNA-p1 | transcript=Tb927.7.6580.1:mRNA | gene=Tb927.7.6580 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=Tb927_07_v5.1:1796133-1799363(-) | protein_len,Tb927.7.6580.1:mRNA-p1
2337,Tb927.10.6080,-1.563524,9.845228308819484,0.64513,"proteasome subunit beta type-5, putative",Tb927.10.6080:mRNA-p1 | transcript=Tb927.10.6080:mRNA | gene=Tb927.10.6080 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=proteasome subunit beta type-5  putative | transcript_product=proteasome subunit beta type-5  putative | location=Tb927_1,Tb927.10.6080:mRNA-p1;Tb11.v5.0200.1-p1
