Gene_acc,Gene_id,SignedRank,log10TMT,FDR,Desc
1942,Tb927.6.4060,2.232273,4.84167433451539,0.55267,"Eukaryotic protein of unknown function (DUF872), putative"
1943,Tb927.10.15460,2.229476,4.77213337380373,0.55271,"EAP30/Vps36 family, putative"
1944,Tb927.4.3040,2.228942,5.32292186958309,0.55271,Enriched in surface-labeled proteome protein 11
1945,Tb927.3.4890,-2.22834,4.778821476652975,0.55271,"ubiquinone biosynthesis protein COQ7 homolog, putative"
1946,Tb927.7.3530,2.227314,5.759448753958189,0.55271,"Vacuolar protein 14 C-terminal Fig4p binding, putative"
1947,Tb927.10.14080,-2.22685,5.099030554284085,0.55271,"RNA-binding protein 27, putative"
1948,Tb927.11.2245,-2.225339,5.4175547243634545,0.55271,hypothetical protein
1949,Tb927.7.6470,-2.222923,5.202724381216795,0.55271,"metallo-peptidase, Clan MK, Family M67"
1950,Tb927.8.790,2.222635,4.521177325408375,0.55271,"hypothetical protein, conserved"
1951,Tb927.9.9630,-2.222225,6.226737345607857,0.55271,"TPR repeat/Tetratricopeptide repeat, putative"
1952,Tb927.11.15730,-2.219663,5.669287430619882,0.55271,"cyclic nucleotide-binding domain containing protein, putative"
1953,Tb927.11.4960,-2.219017,5.67037729696614,0.55271,"transcription elongation factor s-II, putative"
1954,Tb927.6.2850,2.218469,4.794352090510875,0.55271,"ESAG8-associated protein, putative"
1955,Tb927.7.5030,2.216613,5.658035258335748,0.55271,"hypothetical protein, conserved"
1956,Tb927.4.1140,2.215239,5.187924746323924,0.55277,"phosphatidylinositol 4-kinase, putative"
1957,Tb927.11.11290,2.214258,6.082593903551791,0.55277,"heat shock protein 70, putative"
1958,Tb927.10.7740,2.210953,5.907155080094788,0.55318,protein transport protein SEC23
1959,Tb927.7.3620,-2.209336,6.496899679797945,0.5532699999999999,tyrosyl-tRNA synthetase
1960,Tb927.2.6070,2.206914,5.227839589244441,0.55365,mitochondrial RNA binding complex 1 subunit
1961,Tb927.3.5510,2.206859,5.292200673119026,0.55365,"hypothetical protein, conserved"
1962,Tb927.8.6830,-2.200149,5.37083062958098,0.55493,"kinesin, putative"
1963,Tb927.8.2600,-2.199816,5.404297642053181,0.55493,"WD domain, G-beta repeat/BING4CT (NUC141) domain containing protein, putative"
1964,Tb927.6.2400,2.199703,5.095541278431441,0.55493,Gamma-tubulin complex component 4
1965,Tb927.8.4140,2.19097,4.652486474594636,0.5565899999999999,Anaphase-promoting complex-associated protein AP3
1966,Tb927.3.4840,2.189697,6.472441947207224,0.5565899999999999,"ubiquitin carboxyl-terminal hydrolase, putative"
1967,Tb927.11.10090,2.186874,6.0879883443610066,0.55698,"hypothetical protein, conserved"
1968,Tb927.4.730,2.1844200000000003,5.80584281252773,0.55752,"Peptidase family C78, putative"
1969,Tb927.11.2570,2.181827,6.366874139984322,0.55798,"hypothetical protein, conserved"
1970,Tb927.6.1750,-2.180676,5.360710143704885,0.55798,"Rab-GTPase-TBC domain containing protein, putative"
1971,Tb927.11.12050,2.17461,5.144776519915597,0.55908,"hypothetical protein, conserved"
1972,Tb927.5.3630,2.172271,5.21104931040962,0.5594399999999999,"hypothetical protein, conserved"
1973,Tb927.11.11570,2.169973,5.374974291385679,0.55966,"Translation initiation factor eIF-2B subunit epsilon, putative"
1974,Tb927.11.1400,-2.160812,5.353223576097456,0.5617800000000001,"hypothetical protein, conserved"
1975,Tb927.10.6000,2.160607,5.108829894148559,0.5617800000000001,"hypothetical protein, conserved"
1976,Tb927.11.5990,2.159986,6.21940113035756,0.5617800000000001,"LSU ribosomal protein, mitochondrial, putative"
1977,Tb927.6.3900,-2.157365,5.756809740618865,0.5617800000000001,"hypothetical protein, conserved"
1978,Tb927.7.5630,-2.150376,4.439029898204866,0.56335,"hypothetical protein, conserved"
1979,Tb927.10.260,2.149692,5.872076596206114,0.56335,"BolA-like protein, putative"
1980,Tb927.8.840,2.149216,4.909425864017666,0.56335,"hypothetical protein, conserved"
1981,Tb927.11.4260,-2.149209,5.058641726153151,0.56335,mitochondrial calcium uniporter
1982,Tb927.11.2640,-2.146733,4.997423520667628,0.56335,Nucleolar protein 53
1983,Tb927.2.4280,2.145302,5.686469430011369,0.56338,"kinetoplastid-specific dual specificity phosphatase, putative"
1984,Tb927.10.6220,-2.14495,5.764443902130205,0.56338,5-3 exoribonuclease D
1985,Tb927.11.6350,-2.143998,5.603883812335287,0.56338,"AAA ATPase, putative"
1986,Tb11.v5.0746,2.1364240000000003,5.087100821268946,0.56482,"tatD related deoxyribonuclease, putative"
1987,Tb11.v5.0624,2.136325,6.131992710680869,0.56482,"retrotransposon hot spot protein (PHS), putative"
1988,Tb927.9.9100,-2.129886,6.724973185210198,0.56596,"hypothetical protein, conserved"
1989,Tb927.11.7020,-2.126473,6.633766299638155,0.56657,"proteasome alpha 7 subunit, putative"
1990,Tb927.10.7830,2.126258,5.39850133329024,0.56657,"hypothetical protein, conserved"
1991,Tb927.10.9720,2.125793,4.885486551698045,0.56657,RNA-editing-associated protein 1
1992,Tb927.8.2090,2.123858,4.173312554932233,0.56657,"cyclophilin type peptidyl-prolyl cis-trans isomerase, putative"
1993,Tb927.11.12310,-2.123715,4.986497041967187,0.56657,cdc2-related kinase 12
1994,Tb927.10.6550,2.121559,5.227140825423186,0.56657,"Poly(ADP-ribose) polymerase and DNA-Ligase Zn-finger region/Zinc-finger (CX5CX6HX5H) motif containing protein, putative |"
1995,Tb927.9.15000,-2.120317,6.081329902065658,0.56657,"proteasome complex subunit Rpn13 ubiquitin receptor, putative"
1996,Tb927.5.3110,-2.120001,5.116039048114167,0.56657,Mitochondrial ribosomal protein L49
1997,Tb11.02.5070b,2.119412,4.763460439639764,0.56657,"hypothetical protein, conserved"
1998,Tb927.4.2020,2.116295,5.5391451285564655,0.56658,"AP-3 complex subunit mu, putative"
1999,Tb927.5.1860,2.105,4.400477546590196,0.56926,"hypothetical protein, conserved"
2000,Tb927.5.1920,2.100588,5.301279643224278,0.57025,"hypothetical protein, conserved"
2001,Tb927.4.890,2.100276,5.539523551345404,0.57025,small nuclear ribonucleoprotein sm d3
2002,Tb927.3.3540,2.099988,5.564073978977147,0.57025,Nucleoporin NUP53b
2003,Tb927.5.3900,2.099718,5.953432680329264,0.57025,"Galactose oxidase, central domain/Domain of unknown function (DUF4110), putative"
2004,Tb927.10.2000,2.09706,5.129544888382884,0.57025,"actin-like protein, putative"
2005,Tb11.02.5390b,-2.095519,5.298598390240357,0.5703,"mRNA processing protein, putative"
2006,Tb927.9.6710,-2.095022,4.214229929242881,0.5703,"kynurenine 3-monooxygenase, putative"
2007,Tb927.10.1600,2.094002,4.708021267385997,0.5703,"hypothetical protein, conserved"
2008,Tb927.6.4480,-2.088723,6.989076620950821,0.5713,"valyl-tRNA synthetase, putative"
2009,Tb927.3.4880,2.086639,6.002451896213223,0.57157,"nucleosome assembly protein (NAP), putative"
2010,Tb927.4.850,-2.086359,5.235545279700788,0.57157,"hypothetical protein, conserved"
2011,Tb927.10.460,-2.085773,5.590152373597767,0.57157,NIMA-related protein kinase
2012,Tb927.8.5690,2.080862,3.9751805037332093,0.57234,KREPB8
2013,Tb927.2.4540,2.080825,6.119426361501751,0.57234,"Small nuclear ribonucleoprotein-associated protein B (snRNP-B) (Sm protein B) (Sm-B) (SmB), putative"
2014,Tb927.10.300,-2.079893,5.343300252869597,0.57234,mitochondrial calcium uniporter
2015,Tb927.5.2500,2.079123,5.6813889929992385,0.57234,"hypothetical protein, conserved"
2016,Tb927.8.3340,-2.079016,5.168620231462547,0.57234,"hypothetical protein, conserved"
2017,Tb927.3.3800,-2.077429,5.0369102174709885,0.57234,"hypothetical protein, conserved"
2018,Tb927.11.2740,-2.077217,5.337489211601478,0.57234,"hypothetical protein, conserved"
2019,Tb927.11.13540,2.067918,4.528822464427224,0.57371,"hypothetical protein, conserved"
2020,Tb927.5.1640,2.066841,4.818919462649652,0.57376,"hypothetical protein, conserved"
2021,Tb927.10.8160,2.06592,5.059487053105401,0.57377,"hypothetical protein, conserved"
2022,Tb927.9.4000,2.06196,5.643559591890413,0.57473,"hypothetical protein, conserved"
2023,Tb11.0850,2.0617,5.403249245520554,0.57473,"SCAMP family, putative"
2024,Tb927.10.7310,-2.057115,5.324237857207983,0.5755,"terminal uridylyltransferase 3, putative"
2025,Tb927.11.2070,-2.055821,4.9446035668537505,0.5755399999999999,"hypothetical protein, conserved"
2026,Tb927.7.2590,-2.052876,5.953070747752048,0.57599,"prefoldin, putative"
2027,Tb927.2.2430,2.0479700000000003,5.736031116251729,0.57721,"casein kinase II, alpha chain"
2028,Tb927.6.600,-2.0432,6.131827101333347,0.57813,ccr4-not transcription complex subunit
2029,Tb927.11.4210,2.035484,6.796762764106443,0.57998,"U-box domain containing protein, putative"
2030,Tb927.3.4820,2.032919,5.634995896931883,0.58043,"acyltransferase, putative"
2031,Tb927.2.1800,-2.032277,5.888699811108154,0.58043,"DNA polymerase delta catalytic subunit, putative"
2032,Tb927.10.13730,-2.031875,5.4539804909129765,0.58043,"60S ribosomal protein L7, putative"
2033,Tb927.5.3550,-2.02963,4.617973091590091,0.5805600000000001,"hypothetical protein, conserved"
2034,Tb927.10.14930,-2.028861,5.595180122677047,0.5805600000000001,Zinc finger CCCH domain-containing protein 39
2035,Tb927.5.3090,-2.0270330000000003,5.142055586047113,0.58075,"Mitochondrial ATP synthase subunit, putative"
2036,Tb927.4.1660,2.026421,5.828311806005312,0.58075,"mitochondrial carrier protein, putative"
2037,Tb927.9.6910,-2.022854,4.54011456893016,0.58149,"hypothetical protein, conserved"
2038,Tb927.6.4350,2.0204720000000003,5.327930804554236,0.5818300000000001,"ribosomal RNA assembly protein, putative"
2039,Tb927.7.7340,-2.019531,4.65102751154092,0.5818300000000001,"hypothetical protein, conserved"
2040,Tb927.3.5000,2.018451,4.480428569511685,0.5818300000000001,"hypothetical protein, conserved"
2041,Tb927.9.1600,2.012998,6.049049959552757,0.58313,"hypothetical protein, conserved"
2042,Tb927.10.13210,-2.012916,5.002176144761758,0.58313,"dolichyl-P-Man:GDP-ManGlcNAc2-PP-dolichyl beta-1,4-mannosyltransferase, putative"
2043,Tb927.7.970,-2.012767,5.355560064217181,0.58313,"NMD3 family, putative"
2044,Tb11.v5.0540,2.0090380000000003,5.921371692974904,0.58343,"amino acid transporter 8, putative"
2045,Tb11.02.5090b,2.00518,5.036821118602144,0.58426,"proliferator-activated receptor-interacting protein (PRIP) interacting protein (PIMT), putative, pseudogene"
2046,Tb927.11.7670,2.001127,5.11845211917061,0.5852,"Cornifin (SPRR) family, putative"
2047,Tb927.2.1210,2.000859,6.6235731670724025,0.5852,"retrotransposon hot spot protein 4 (RHS4), putative"
2048,Tb927.10.2690,1.999537,4.797222515942905,0.5852,"Trafficking protein Mon1, putative"
2049,Tb927.10.7470,1.997898,5.497095588780285,0.58528,"RNA-binding protein, putative"
2050,Tb927.7.3280,-1.99664,5.10064620014548,0.58537,"translation initiation factor IF-2, putative"
2051,Tb927.9.9190,1.99564,4.857561646942872,0.58537,"hypothetical protein, conserved"
2052,Tb927.11.3740,-1.994567,6.455301771657076,0.58545,proteasome regulatory ATPase subunit 2
2053,Tb927.7.1360,-1.992812,6.14123021889658,0.58567,"hypothetical protein, conserved"
2054,Tb927.11.11430,-1.991616,5.6320690544814385,0.58575,"cullin 1, putative"
2055,Tb927.10.9870,-1.9905580000000005,5.756391384214633,0.58575,Component of motile flagella 12
2056,Tb927.6.2140,-1.985159,5.653235032164674,0.58697,"hypothetical protein, conserved"
2057,Tb927.10.6790,-1.983995,4.844323892658086,0.58704,Gamma-tubulin complex component 3-like protein
2058,Tb927.8.2390,1.982355,5.1280814022416505,0.58716,"hypothetical protein, conserved"
2059,Tb927.4.1600,-1.981869,5.6814884735686,0.58716,"AAA domain containing protein, putative"
2060,Tb927.10.14780,1.980169,6.636843811768419,0.58721,Canertinib-binding protein kinase 1
2061,Tb927.8.4190,-1.97904,5.511397570424531,0.58721,"hypothetical protein, conserved"
2062,Tb927.10.12860,-1.977822,5.7401731378151295,0.58725,"pre-RNA processing PIH1/Nop17, putative"
2063,Tb927.6.2780,-1.975394,5.488111029347839,0.5876100000000001,"U3 small nuclear ribonucleoprotein (snRNP), putative"
2064,Tb927.3.4700,1.973893,4.770975902846844,0.58778,"Domain of unknown function (DUF4379), putative"
2065,Tb927.3.2690,-1.9720990000000005,5.2851145380510385,0.5879800000000001,"AGC/RSK family serine/threonine kinase, putative"
2066,Tb927.7.7460,-1.971736,6.672648846653432,0.5879800000000001,"hypothetical protein, conserved"
2067,Tb927.8.860,1.971698,5.329543636809224,0.5879800000000001,"hypothetical protein, conserved"
2068,Tb927.7.4990,-1.969096,5.18317015809965,0.5879800000000001,"hypothetical protein, conserved"
2069,Tb927.4.2840,1.967334,5.911497628538084,0.5882,"hypothetical protein, conserved"
2070,Tb927.11.9130,-1.965884,6.101627947308744,0.58832,Replication factor A protein 1
2071,Tb927.9.10200,1.965607,4.35703548558275,0.58832,"hypothetical protein, conserved"
2072,Tb927.5.450,-1.963904,5.4913990508926505,0.58834,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial"
2073,Tb927.9.2550,-1.963577,5.465937759139742,0.58834,"Domain of unknown function (DUF4457), putative"
2074,Tb927.10.6310,1.962259,6.2098767758979125,0.58834,"major vault protein, putative"
2075,Tb927.8.5620,1.957636,5.617704362273364,0.5892,"ubiquitin carboxyl-terminal hydrolase, putative"
2076,Tb927.11.4910,-1.949287,6.440814659957681,0.5915600000000001,predicted ankyrin repeat family protein
2077,Tb927.11.8060,1.946566,6.669245577260657,0.59207,"SNARE associated Golgi protein, putative"
2078,Tb927.3.3870,1.944775,5.330968125746434,0.59238,"lipase domain protein, putative"
2079,Tb927.8.2460,1.94463,6.806521394259481,0.59238,"hypothetical protein, conserved"
2080,Tb927.10.8380,1.944021,3.976683100761194,0.59238,"hypothetical protein, conserved"
2081,Tb927.8.2210,1.943954,5.6363056483482135,0.59238,pteridine reductase 1
2082,Tb927.4.5130,-1.943788,6.125768531566195,0.59238,"KH domain/Domain of unknown function (DUF1771)/Smr domain containing protein, putative"
2083,Tb927.7.6380,1.942592,5.22855433653901,0.59238,"ssm4 protein, putative"
2084,Tb927.9.10970,1.942428,4.857542555684267,0.59238,"Serine peptidase, Clan SC, Family S09X"
2085,Tb927.10.4950,-1.94141,5.5829568019001545,0.59238,U2 small nuclear ribonucleoprotein 16.5K
2086,Tb927.7.1200,1.940701,5.354489400647778,0.59238,"Protein of unknown function (DUF525), putative"
2087,Tb927.5.1250,1.938217,5.571407942772549,0.59238,"GAF domain/TIP41-like family, putative"
2088,Tb11.v5.0196,-1.938052,6.665706039818674,0.59238,"Proteasome subunit A N-terminal signature/Proteasome subunit, putative"
2089,Tb927.2.2390,-1.934709,5.627309517569475,0.59238,"hypothetical protein, conserved"
2090,Tb927.3.1710,-1.932357,4.803920070730996,0.5925699999999999,mitochondrial ribosomal protein l24
2091,Tb927.6.5150,1.930423,4.426275344490426,0.59292,"hypothetical protein, conserved"
2092,Tb927.11.6960,1.930011,4.9666907094526636,0.59292,"ATG16/SAP18/CVT11/APG16, putative"
2093,Tb927.10.6480,-1.926278,4.524761667112419,0.59373,"hypothetical protein, conserved"
2094,Tb927.10.15490,-1.925707,4.871547639879713,0.59373,"GDP-mannose 4,6 dehydratase"
2095,Tb927.10.11570,1.92537,5.24373649406369,0.59373,"hypothetical protein, conserved"
2096,Tb927.1.3030,1.922869,4.908572583834798,0.5939,KREL2
2097,Tb927.9.4500,1.920987,6.363276572560502,0.59414,"heat shock protein, putative"
2098,Tb927.8.8120,-1.913109,6.124330298327391,0.59605,"hypothetical protein, conserved"
2099,Tb927.9.5210,-1.912107,6.269337790159521,0.59605,"glutaminyl-tRNA synthetase, putative"
2100,Tb927.7.3420,-1.912011,5.406489083959762,0.59605,"peptidyl-prolyl cis-trans isomerase, putative"
2101,Tb927.10.3540,-1.908781,5.502900306827937,0.59642,"hypothetical protein, conserved"
2102,Tb927.10.10120,-1.906192,5.33215894020002,0.5968600000000001,"hypothetical protein, conserved"
2103,Tb927.4.5320,-1.904502,4.797027354137589,0.59708,"Component of IIS longevity pathway SMK-1, putative"
2104,Tb927.2.2230,-1.904423,6.072787682705499,0.59708,"hypothetical protein, conserved"
2105,Tb927.10.4940,-1.902695,6.5108264061875145,0.59713,Nuclear Dbf2-related kinase
2106,Tb927.11.2890,1.902656,4.7140026581221335,0.59713,"hypothetical protein, conserved"
2107,Tb927.11.7650,-1.902143,5.012796463763366,0.59713,hypothetical protein
2108,Tb927.7.4790,-1.901093,5.574594520046176,0.59713,proteasome beta 6 subunit
2109,Tb927.11.1770,-1.901077,5.091872041511751,0.59713,"hypothetical protein, conserved"
2110,Tb927.11.13400,1.897405,6.259335008740741,0.59732,"Bromodomain, putative"
2111,Tb927.3.1560,1.893539,5.494553442069752,0.59809,TRF-Interacting Factor 2
2112,Tb927.10.9240,1.891354,5.288375932218711,0.5986,"Tir chaperone protein (CesT) family, putative"
2113,Tb927.7.5840,1.887842,5.605599505000225,0.59934,"hypothetical protein, conserved"
2114,Tb927.6.1440,-1.885545,5.103365786103795,0.59983,"LSU ribosomal protein, mitochondrial, putative"
2115,Tb927.8.8270,1.873107,4.442315113593119,0.60335,"hypothetical protein, conserved"
2116,Tb927.11.12540,1.872944,6.184601534856845,0.60335,"leucine-rich repeat protein (LRRP), putative"
2117,Tb927.11.13860,1.872848,5.5461414961305495,0.60335,"hypothetical protein, conserved"
2118,Tb927.4.1340,1.869497,5.809917551515326,0.6036,Cleavage and polyadenylation specificity factor subunit
2119,Tb927.7.1890,1.868939,5.243992447092753,0.6036,"hypothetical protein, conserved"
2120,Tb927.11.7180,-1.867714,5.861504540885375,0.6036100000000001,"MORN repeat, putative"
2121,Tb927.7.3370,1.866971,6.877068847171995,0.6036100000000001,"Intraflagellar transport protein 74, putative"
2122,Tb927.11.12390,1.86318,4.636710168817704,0.60453,"hypothetical protein, conserved"
2123,Tb927.6.1920,-1.86161,6.146453634455381,0.6047600000000001,"hypothetical protein, conserved"
2124,Tb927.11.15430,1.861,5.959851160870903,0.6047600000000001,"U5 small nuclear ribonucleoprotein component, putative"
2125,Tb927.3.2060,1.859692,5.03108380038493,0.6047600000000001,"STE20-like serine/threonine-protein kinase, putative"
2126,Tb927.4.1500,1.850634,5.5797531187416505,0.60725,RNA editing associated helicase 2
2127,Tb927.9.11110,1.847312,6.213101413952997,0.6082,U5 snRNA-associated splicing factor
2128,Tb927.11.15460,-1.844537,5.311905661049349,0.60883,"ATP-dependent DEAD/H RNA helicase, putative"
2129,Tb927.11.12860,1.841618,5.59684440812877,0.60961,"cAMP response protein, putative"
2130,Tb927.11.13250,-1.840379,6.43135840246562,0.6096699999999999,"eukaryotic translation initiation factor 2 gamma, putative"
2131,Tb927.10.3900,-1.838528,5.975469338509512,0.6099600000000001,"CAMK/CAMKL family protein kinase, putative"
2132,Tb927.8.6260,-1.836698,4.804229190887757,0.61029,"hypothetical protein, conserved"
2133,Tb11.v5.0736,1.835567,4.422846904606127,0.61038,"ABC1 family, putative"
2134,Tb927.10.1550,-1.834936,6.6010871686730415,0.61038,proteasome regulatory non-ATP-ase subunit 5
2135,Tb927.7.1230,1.834861,5.219859474871181,0.61038,"hypothetical protein, conserved"
2136,Tb927.10.2790,1.83449,5.36775958374873,0.61038,"Conserved oligomeric complex COG6, putative"
2137,Tb927.7.4670,1.830662,5.215549444436706,0.6108399999999999,ribosomal RNA processing protein 4
2138,Tb927.10.9700,-1.830595,5.944775393243078,0.6108399999999999,Flagellum attachment zone protein 22
2139,Tb927.9.15450,1.829958,5.258537516009824,0.6108399999999999,"Domain of unknown function (DUF4205), putative"
2140,Tb927.8.2860,1.827757,5.960495353562072,0.6108399999999999,"hypothetical protein, conserved"
2141,Tb927.10.5280,1.826878,4.631181557299201,0.6108399999999999,"pre-mRNA splicing factor ATP-dependent RNA helicase, putative"
2142,Tb927.7.1400,1.82677,5.023122083112462,0.6108399999999999,Tripartite Attachment Complex Protein 60
2143,Tb927.9.1720,-1.825841,5.928920478467976,0.6108399999999999,"peroxisomal membrane protein 4, putative"
2144,Tb927.11.7280,1.825025,5.227659647167052,0.6108399999999999,"DNA-direcetd RNA polymerase II, subunit 9, putative"
2145,Tb927.11.250,1.8241,5.94131428246404,0.6108399999999999,"ubiquitin carboxyl-terminal hydrolase, putative"
2146,Tb927.11.2610,-1.823311,7.097390366488101,0.6108399999999999,"hypothetical protein, conserved"
2147,Tb927.11.3850,1.823067,5.807785250298817,0.6108399999999999,"AMP deaminase, putative"
2148,Tb927.10.2290,1.819595,5.983671382860196,0.6110800000000001,"chaperone protein DnaJ, putative"
2149,Tb927.10.8230,-1.815618,7.55403059699381,0.6121,protein disulfide isomerase 2
2150,Tb927.10.8870,-1.815237,6.0445685033600185,0.6121,"Myosin-like coiled-coil protein, putative"
2151,Tb927.11.16670,-1.814806,6.0059651381812165,0.6121,"hypothetical protein, conserved"
2152,Tb927.10.810,1.814098,5.8384628795229165,0.6121,"Pentatricopeptide repeat protein (PPR), putative"
2153,Tb927.8.7440,-1.812293,5.003459095948131,0.6121,"lipase, putative"
2154,Tb927.8.4640,-1.812243,6.395215693581142,0.6121,Component of motile flagella 19
2155,Tb927.3.1590,1.810913,6.1219043856430195,0.6121,mitochondrial RNA binding complex 1 subunit
2156,Tb927.3.5660,-1.809438,6.132766497631809,0.6121,"UDP-GlcNAc:alpha3-D-mannoside beta-1,2-N-acetylglucosaminyltransferase I"
2157,Tb927.11.8860,-1.809123,5.262253278530515,0.6121,"CEP76 C2 domain containing protein, putative"
2158,Tb927.6.2820,1.808649,4.9157892767009,0.6121,"hypothetical protein, conserved"
2159,Tb927.9.15460,1.807966,6.650080762870691,0.6121,"calcium motive p-type ATPase, putative"
2160,Tb927.10.15310,-1.807933,5.801880280454928,0.6121,"hypothetical protein, conserved"
2161,Tb927.11.8120,-1.807921,4.974351239723736,0.6121,"protein transport protein SEC13, putative"
2162,Tb927.11.15310,1.807087,4.868394603144637,0.6121,"hypothetical protein, conserved"
2163,Tb927.4.3890,-1.8004509999999998,6.532777727530548,0.6127199999999999,"ATP-dependent RNA helicase, putative"
2164,Tb927.9.6660,-1.7995330000000005,4.497051805029336,0.61273,"hypothetical protein, conserved"
2165,Tb927.11.1990,-1.7985220000000002,6.783166033715557,0.61273,"arginyl-tRNA synthetase, putative"
2166,Tb927.4.3590,-1.796015,7.677441171438343,0.61321,"translation elongation factor 1-beta, putative"
2167,Tb927.7.6180,1.795956,5.751045466694317,0.61321,"hypothetical protein, conserved"
2168,Tb927.3.2780,-1.795809,4.6763963590662465,0.61321,"hypothetical protein, conserved"
2169,Tb927.10.11130,-1.7944919999999998,5.1632955798687155,0.61321,"SET domain containing protein, putative"
2170,Tb927.4.4670,-1.794175,5.956045106643141,0.61321,"MYND finger, putative"
2171,Tb927.11.5860,1.789337,4.726093910643357,0.61406,"AGC/RSK family serine/threonine kinase, putative"
2172,Tb927.11.1660,1.7882919999999998,5.749414210324078,0.6141399999999999,"vesicular transport protein (CDC48 homologue), putative"
2173,Tb927.11.14910,1.7879349999999998,5.436846162461821,0.6141399999999999,"protein phosphatase 2C, putative"
2174,Tb927.8.1690,-1.787221,4.603653098005142,0.6141399999999999,"Serine/threonine-protein kinase NEK14, putative"
2175,Tb927.1.1370,-1.786755,5.826661028519658,0.6141399999999999,"rRNA biogenesis protein, putative"
2176,Tb927.2.5060,1.782728,6.767296896089763,0.6148899999999999,"GTP binding protein, putative"
2177,Tb927.4.690,1.781752,5.796807836681163,0.6148899999999999,"geranylgeranyl transferase type II beta subunit, putative"
2178,Tb927.10.2610,-1.781514,5.922853427157077,0.6148899999999999,"Domain of unknown function (DUF1935), putative"
2179,Tb927.11.3490,-1.778018,6.48404345874591,0.6156,"hypothetical protein, conserved"
2180,Tb927.7.5250,-1.7774599999999998,3.9086467321853955,0.6156,"hypothetical protein, conserved"
2181,Tb927.9.8190,1.7756880000000002,5.741131893573445,0.61575,"hypothetical protein, conserved"
2182,Tb927.4.4510,1.774059,4.97511765481111,0.6160100000000001,"protein phosphatase 2C, putative"
2183,Tb927.9.15050,-1.77225,6.290431605154241,0.61627,nexin-dynein regulatory complex 4
2184,Tb927.1.1380,1.770184,6.235086352581098,0.61665,"serine/threonine protein phosphatase 2A regulatory subunit, putative"
2185,Tb927.6.4960,-1.7679049999999998,5.687790469833272,0.6171,Zinc finger CCCH domain-containing protein 47
2186,Tb927.7.270,-1.7670740000000005,5.97006081725883,0.6171300000000001,Ribosome production factor 2 homolog
2187,Tb927.10.12330,-1.765944,5.782867800408751,0.61722,"zinc finger protein family member, putative"
2188,Tb927.10.7240,-1.764477,4.829297338791041,0.61739,kinetoplastid kinetochore protein 14
2189,Tb927.7.1000,1.7627,4.4803878620740365,0.61763,ATP-dependent DNA helicase-like PIF8
2190,Tb927.7.3640,1.7626240000000002,5.358420299672387,0.61763,"hypothetical protein, conserved"
2191,Tb927.10.6440,-1.762332,5.95169361730649,0.61763,phosphomannomutase
2192,Tb927.11.7140,1.761493,5.7862034776440705,0.61763,"cell cycle sequence binding phosphoprotein (RBP33), putative"
2193,Tb927.10.14210,-1.760904,5.012662909740749,0.61763,TFIIH basal transcription factor subunit
2194,Tb927.9.6470,-1.759864,4.948103110706177,0.61763,"hypothetical protein, conserved"
2195,Tb927.11.5520,-1.757961,7.552215843947313,0.61763,triosephosphate isomerase
2196,Tb927.7.6980,1.754906,6.133432450597432,0.61812,"Mono-functional DNA-alkylating methyl methanesulfonate N-term/CPSF A subunit region, putative"
2197,Tb927.3.4950,-1.754287,5.192618554729878,0.61812,"hypothetical protein, conserved"
2198,Tb927.11.7890,-1.754282,6.18259533309178,0.61812,zinc finger CCCH domain containing protein 44
2199,Tb927.11.13010,-1.7521950000000002,4.771659734809627,0.6181800000000001,hypothetical protein
2200,Tb927.7.1870,1.7504400000000002,5.705109311438383,0.61851,"hypothetical protein, conserved"
2201,Tb927.11.2380,1.750366,6.030569364813529,0.61851,"phosphoglycerate kinase, putative"
2202,Tb927.11.13500,-1.74619,7.198583782121452,0.61941,par1
2203,Tb927.8.1250,-1.744846,5.651964135249757,0.61954,"Sel1 repeat, putative"
2204,Tb927.10.11520,-1.743772,5.174219766183947,0.61963,mitochondrial import inner membrane translocase subunit tim13
2205,Tb927.9.9580,1.743212,5.573467283958084,0.61963,"tubulin tyrosine ligase protein, putative"
2206,Tb927.2.3990,1.738735,5.499879448956432,0.62084,"GRIP-related Arf-binding domain containing protein, putative"
2207,Tb927.7.3670,-1.7365830000000002,5.166306745242645,0.62121,"TrkA-N domain containing protein, putative"
2208,Tb927.2.3610,-1.736114,4.7289324556336965,0.62121,"Mitochondrial ATP synthase subunit, putative"
2209,Tb927.7.1290,-1.735097,4.425061194969342,0.62121,"Protein of unknown function (DUF2012), putative"
2210,Tb11.v5.1026,1.729785,5.6474905522683025,0.62261,"procyclin-associated gene 2-like protein, putative"
2211,Tb927.9.11070,-1.728711,5.265226748420167,0.62271,predicted zinc finger protein
2212,Tb927.10.4260,1.727739,4.802869464702927,0.62271,"hypothetical protein, conserved"
2213,Tb927.5.2060,1.727339,5.197946425182238,0.62271,Cell division cycle 5-like protein
2214,Tb927.7.4960,1.72584,5.4376158155283525,0.62292,"hypothetical protein, conserved"
2215,Tb927.11.5760,-1.7234189999999998,4.653366902145936,0.62346,"hypothetical protein, conserved"
2216,Tb927.7.1130,-1.721984,6.9388431574363,0.62368,trypanothione/tryparedoxin dependent peroxidase 2
2217,Tb927.10.1730,1.721173,5.306589420681256,0.62369,"Polyadenylation mediator complex protein PAMC3, putative"
2218,Tb927.10.13260,1.71702,4.129909990642934,0.62489,"hypothetical protein, conserved"
